segment_id,branch_group,branch_option,sequence,source,source_index,x_m,y_m,mission,direction_status
PARALLEL_2_POST_EXIT,PARALLEL,2,13,derived_parallel_revision,,-24.6028,-26.2134,PARALLEL_PARK,FORWARD
PARALLEL_2_POST_EXIT,PARALLEL,2,14,derived_parallel_revision,,-24.6841,-26.1877,PARALLEL_PARK,FORWARD
PARALLEL_2_POST_EXIT,PARALLEL,2,15,derived_parallel_revision,,-24.9732,-26.1076,PARALLEL_PARK,FORWARD
PARALLEL_2_POST_EXIT,PARALLEL,2,16,derived_parallel_revision,,-25.2652,-26.0388,PARALLEL_PARK,FORWARD
PARALLEL_2_POST_EXIT,PARALLEL,2,17,derived_parallel_revision,,-25.5599,-25.9828,PARALLEL_PARK,FORWARD
PARALLEL_2_POST_EXIT,PARALLEL,2,18,derived_parallel_revision,,-25.8569,-25.9410,PARALLEL_PARK,FORWARD
PARALLEL_2_POST_EXIT,PARALLEL,2,19,derived_parallel_revision,,-26.0592,-25.9216,PARALLEL_PARK,FORWARD
PARALLEL_2_POST_EXIT,PARALLEL,2,20,derived_parallel_revision,,-26.6267,-25.2556,PARALLEL_PARK,FORWARD
PARALLEL_2_POST_EXIT,PARALLEL,2,21,derived_parallel_revision,,-27.4601,-25.1669,PARALLEL_PARK,FORWARD
PARALLEL_2_POST_EXIT,PARALLEL,2,22,derived_parallel_revision,,-28.5106,-24.9031,PARALLEL_PARK,FORWARD
PARALLEL_2_POST_EXIT,PARALLEL,2,23,derived_parallel_revision,,-29.4161,-24.8743,PARALLEL_PARK,FORWARD
PARALLEL_2_POST_EXIT,PARALLEL,2,24,derived_parallel_revision,,-30.2115,-24.7246,PARALLEL_PARK,FORWARD
PARALLEL_2_POST_EXIT,PARALLEL,2,25,derived_parallel_revision,,-31.2274,-24.5160,PARALLEL_PARK,FORWARD
PARALLEL_2_POST_EXIT,PARALLEL,2,26,derived_parallel_revision,,-32.2488,-23.9438,PARALLEL_PARK,FORWARD
PARALLEL_2_POST_EXIT,PARALLEL,2,27,derived_parallel_revision,,-32.8810,-23.2282,PARALLEL_PARK,FORWARD
PARALLEL_2_POST_EXIT,PARALLEL,2,28,derived_parallel_revision,,-32.9759,-22.2700,PARALLEL_PARK,FORWARD
PARALLEL_2_POST_EXIT,PARALLEL,2,29,derived_parallel_revision,,-32.9807,-21.2230,PARALLEL_PARK,FORWARD
PARALLEL_2_POST_EXIT,PARALLEL,2,30,derived_parallel_revision,,-32.7680,-20.1164,PARALLEL_PARK,FORWARD
PARALLEL_2_POST_EXIT,PARALLEL,2,31,derived_parallel_revision,,-32.4311,-19.1908,PARALLEL_PARK,FORWARD
PARALLEL_2_POST_EXIT,PARALLEL,2,32,derived_parallel_revision,,-32.1912,-18.3889,PARALLEL_PARK,FORWARD
PARALLEL_2_POST_EXIT,PARALLEL,2,33,derived_parallel_revision,,-32.0212,-17.6549,PARALLEL_PARK,FORWARD
PARALLEL_2_POST_EXIT,PARALLEL,2,34,derived_parallel_revision,,-31.6034,-16.8991,PARALLEL_PARK,FORWARD
PARALLEL_2_POST_EXIT,PARALLEL,2,35,derived_parallel_revision,,-31.2797,-16.1021,PARALLEL_PARK,FORWARD
PARALLEL_2_POST_EXIT,PARALLEL,2,36,derived_parallel_revision,,-30.7256,-15.2305,PARALLEL_PARK,FORWARD
PARALLEL_2_POST_EXIT,PARALLEL,2,37,derived_parallel_revision,,-30.0216,-14.4258,PARALLEL_PARK,FORWARD
PARALLEL_2_POST_EXIT,PARALLEL,2,38,derived_parallel_revision,,-29.1537,-13.7903,PARALLEL_PARK,FORWARD
FINAL_COMMON,,,0,course_07,738,-26.6267,-25.2556,NORMAL,UNASSIGNED
FINAL_COMMON,,,1,course_07,739,-27.4601,-25.1669,NORMAL,UNASSIGNED
FINAL_COMMON,,,2,course_07,740,-28.5106,-24.9031,NORMAL,UNASSIGNED
FINAL_COMMON,,,3,course_07,741,-29.4161,-24.8743,NORMAL,UNASSIGNED
FINAL_COMMON,,,4,course_07,742,-30.2115,-24.7246,NORMAL,UNASSIGNED
FINAL_COMMON,,,5,course_07,743,-31.2274,-24.5160,NORMAL,UNASSIGNED
FINAL_COMMON,,,6,course_07,744,-32.2488,-23.9438,NORMAL,UNASSIGNED
FINAL_COMMON,,,7,course_07,745,-32.8810,-23.2282,NORMAL,UNASSIGNED
FINAL_COMMON,,,8,course_07,746,-32.9759,-22.2700,NORMAL,UNASSIGNED
FINAL_COMMON,,,9,course_07,747,-32.9807,-21.2230,NORMAL,UNASSIGNED
FINAL_COMMON,,,10,course_07,748,-32.7680,-20.1164,NORMAL,UNASSIGNED
FINAL_COMMON,,,11,course_07,749,-32.4311,-19.1908,NORMAL,UNASSIGNED
FINAL_COMMON,,,12,course_07,750,-32.1912,-18.3889,NORMAL,UNASSIGNED
FINAL_COMMON,,,13,course_07,751,-32.0212,-17.6549,NORMAL,UNASSIGNED
FINAL_COMMON,,,14,course_07,752,-31.6034,-16.8991,NORMAL,UNASSIGNED
FINAL_COMMON,,,15,course_07,753,-31.2797,-16.1021,NORMAL,UNASSIGNED
FINAL_COMMON,,,16,course_07,754,-30.7256,-15.2305,NORMAL,UNASSIGNED
FINAL_COMMON,,,17,course_07,755,-30.0216,-14.4258,NORMAL,UNASSIGNED
FINAL_COMMON,,,18,course_07,756,-29.1537,-13.7903,NORMAL,UNASSIGNED
FINAL_1,FINAL,1,0,course_07,756,-29.1537,-13.7903,NORMAL,UNASSIGNED
FINAL_1,FINAL,1,1,course_09,192,-28.7569,-12.7886,NORMAL,UNASSIGNED
FINAL_1,FINAL,1,2,course_09,193,-12.9961,-15.6577,NORMAL,UNASSIGNED
FINAL_1,FINAL,1,3,course_09,194,-6.0854,-16.2354,NORMAL,UNASSIGNED
FINAL_1,FINAL,1,4,course_09,195,-4.2300,-16.4422,NORMAL,UNASSIGNED
FINAL_2,FINAL,2,0,course_07,756,-29.1537,-13.7903,NORMAL,UNASSIGNED
FINAL_2,FINAL,2,1,course_07,757,-28.1727,-13.4623,NORMAL,UNASSIGNED
FINAL_2,FINAL,2,2,course_07,758,-27.0319,-13.4041,NORMAL,UNASSIGNED
FINAL_2,FINAL,2,3,course_07,759,-26.0029,-13.4383,NORMAL,UNASSIGNED
FINAL_2,FINAL,2,4,course_07,760,-25.1116,-13.6896,NORMAL,UNASSIGNED
FINAL_2,FINAL,2,5,course_07,761,-24.0216,-13.9495,NORMAL,UNASSIGNED
FINAL_2,FINAL,2,6,course_07,762,-22.9475,-14.3161,NORMAL,UNASSIGNED
FINAL_2,FINAL,2,7,course_07,763,-21.9750,-14.6784,NORMAL,UNASSIGNED
FINAL_2,FINAL,2,8,course_07,764,-20.8868,-15.0645,NORMAL,UNASSIGNED
FINAL_2,FINAL,2,9,course_07,765,-19.7729,-15.3141,NORMAL,UNASSIGNED
FINAL_2,FINAL,2,10,course_07,766,-18.8363,-15.6013,NORMAL,UNASSIGNED
FINAL_2,FINAL,2,11,course_07,767,-17.8770,-15.8978,NORMAL,UNASSIGNED
FINAL_2,FINAL,2,12,course_07,768,-16.8085,-16.2831,NORMAL,UNASSIGNED
FINAL_2,FINAL,2,13,course_07,769,-15.8844,-16.6050,NORMAL,UNASSIGNED
FINAL_2,FINAL,2,14,course_07,770,-14.9477,-16.9319,NORMAL,UNASSIGNED
FINAL_2,FINAL,2,15,course_07,771,-14.1240,-17.1661,NORMAL,UNASSIGNED
FINAL_2,FINAL,2,16,course_07,772,-12.9092,-17.5714,NORMAL,UNASSIGNED
FINAL_2,FINAL,2,17,course_07,773,-12.0344,-17.7040,NORMAL,UNASSIGNED
FINAL_2,FINAL,2,18,course_07,774,-11.1755,-17.9261,NORMAL,UNASSIGNED
FINAL_2,FINAL,2,19,course_07,775,-10.3569,-18.1993,NORMAL,UNASSIGNED
FINAL_2,FINAL,2,20,course_07,776,-9.2780,-18.5099,NORMAL,UNASSIGNED
FINAL_2,FINAL,2,21,course_07,777,-8.0823,-18.8149,NORMAL,UNASSIGNED
FINAL_2,FINAL,2,22,course_07,778,-7.2196,-19.1371,NORMAL,UNASSIGNED
FINAL_2,FINAL,2,23,course_07,779,-6.0959,-19.4262,NORMAL,UNASSIGNED
FINAL_2,FINAL,2,24,course_07,780,-4.6687,-19.9645,NORMAL,UNASSIGNED
FINAL_2,FINAL,2,25,course_07,781,-4.1577,-20.1105,NORMAL,UNASSIGNED
FINAL_2,FINAL,2,26,course_07,782,-2.0305,-20.5535,NORMAL,UNASSIGNED
